Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Low Fat,FDB08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0311517138034105,6.05499982833862,158.757797241211,3.59999990463257
Low Fat,DRM23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.135944247245789,16.6000003814697,172.042205810547,3.59999990463257
Low Fat,NCD31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0154584599658847,12.1000003814697,166.052597045898,3.59999990463257
Regular,FDV37,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0836437195539474,13,196.042602539063,3.59999990463257
Regular,FDT55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.6000003814697,156.494598388672,3.59999990463257
Low Fat,FDL16,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.29493921995163,NULL,47.1059989929199,3.59999990463257
Low Fat,DRK11,Hard Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.0188471134752035,NULL,148.039199829102,3.59999990463257
Low Fat,NCM26,Others,1998,OUT019,Tier 1,Small,Grocery Store,0.040520753711462,NULL,153.934005737305,3.59999990463257
Low Fat,FDK09,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.160665690898895,NULL,227.535202026367,3.59999990463257
Low Fat,FDT46,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.0539393164217472,NULL,52.1007995605469,3.59999990463257
Regular,FDP13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.235183209180832,NULL,41.5480003356934,3.59999990463257
Regular,FDO03,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.0645773336291313,NULL,230.535202026367,3.59999990463257
Regular,FDO09,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0,NULL,262.890991210938,3.59999990463257
Low Fat,FDD17,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0326269529759884,7.5,235.990600585938,3.59999990463257
Low Fat,FDC20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0239714626222849,10.6499996185303,54.0271987915039,3.59999990463257
Low Fat,NCI18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0140240276232362,18.3500003814697,224.574600219727,3.59999990463257
Low Fat,FDW13,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0978847146034241,8.5,52.532398223877,3.59999990463257
Low Fat,FDA50,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0871751382946968,16.25,98.3410034179688,3.59999990463257
Low Fat,FDT43,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0205479506403208,16.3500003814697,51.2323989868164,3.59999990463257
Low Fat,FDD57,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0223995912820101,18.1000003814697,96.0093994140625,3.59999990463257
Low Fat,DRG11,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0,6.38500022888184,108.959602355957,3.59999990463257
Low Fat,NCB30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0257029943168163,14.6000003814697,199.908401489258,3.59999990463257
Low Fat,NCR50,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0118200872093439,20.2000007629395,151.634002685547,3.59999990463257
Low Fat,FDX21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0849660187959671,7.05000019073486,111.191200256348,3.59999990463257
Low Fat,FDJ46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0448234379291534,11.1000003814697,174.20539855957,3.59999990463257
Low Fat,FDX45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,16.75,156.162994384766,3.59999990463257
Regular,FDN23,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0755077600479126,6.57499980926514,146.444396972656,3.59999990463257
Regular,FDV52,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.121520720422268,20.7000007629395,118.046600341797,3.59999990463257
Regular,FDQ07,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0874068662524223,15.1000003814697,221.845596313477,3.59999990463257
Regular,FDX56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.074059471487999,17.1000003814697,209.06379699707,3.59999990463257
Low Fat,NCE43,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.103442266583443,12.5,170.844802856445,3.59999990463257
Low Fat,NCD07,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,9.10000038146973,115.451797485352,3.59999990463257
Low Fat,FDX13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0478798635303974,7.72499990463257,250.209197998047,3.59999990463257
Low Fat,FDR26,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0429236516356468,20.7000007629395,178.302795410156,3.59999990463257
Low Fat,FDD05,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0166451632976532,19.3500003814697,120.909797668457,3.59999990463257
Low Fat,FDQ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.029845243319869,8.32499980926514,41.6138000488281,3.59999990463257
Low Fat,NCI29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0326877012848854,8.60000038146973,140.915405273438,3.59999990463257
Low Fat,NCP55,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0112127186730504,14.6499996185303,55.6613998413086,3.59999990463257
Low Fat,FDI46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0744960457086563,9.5,251.972396850586,3.59999990463257
Low Fat,FDI33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0284764505922794,16.5,91.0146026611328,3.59999990463257
Low Fat,DRE49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0212930962443352,20.75,151.902404785156,3.59999990463257
Low Fat,FDF02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.10405845195055,16.2000007629395,102.499000549316,3.59999990463257
Low Fat,NCP05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0254296138882637,19.6000003814697,151.702392578125,3.59999990463257
Low Fat,NCW30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0110721727833152,5.21000003814697,257.896209716797,3.59999990463257
Low Fat,NCL54,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0832219049334526,12.6000003814697,174.505401611328,3.59999990463257
Low Fat,NCF42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.168329849839211,17.3500003814697,176.771194458008,3.59999990463257
Low Fat,NCP30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.0329540446400642,20.5,39.3821983337402,3.59999990463257
Low Fat,NCO43,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.0473646186292171,5.5,100.001602172852,3.59999990463257
Low Fat,FDC46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.117201693356037,17.7000007629395,184.026596069336,3.59999990463257
Regular,FDL13,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,0.0564327836036682,13.8500003814697,234.929992675781,3.59999990463257
Regular,FDE41,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.064143992960453,9.19499969482422,85.9565963745117,3.59999990463257
Regular,FDR27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.0962953269481659,15.1000003814697,133.494201660156,3.59999990463257
Regular,FDL21,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.00716090807691216,15.8500003814697,39.3479995727539,3.59999990463257
Regular,FDZ36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.066155880689621,6.03499984741211,184.42399597168,3.59999990463257
Regular,FDW12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0357733927667141,8.3149995803833,144.34440612793,3.59999990463257
Regular,FDK25,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.157718926668167,11.6000003814697,168.347396850586,3.59999990463257
Regular,FDP08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.113045886158943,20.5,194.147796630859,3.59999990463257
Regular,FDM15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0577463805675507,11.8000001907349,152.436599731445,3.59999990463257
Low Fat,DRF60,Soft Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0521743185818195,10.8000001907349,240.356399536133,3.59999990463257
Low Fat,FDX58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0440112240612507,13.1499996185303,181.294998168945,3.59999990463257
Low Fat,FDP11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0690874829888344,15.8500003814697,218.716598510742,3.59999990463257
Low Fat,DRI39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0970437377691269,13.8000001907349,57.4930000305176,3.59999990463257
Low Fat,FDF04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0136344684287906,17.5,256.430389404297,3.59999990463257
Low Fat,FDY31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0435546152293682,5.98000001907349,148.241806030273,3.59999990463257
Low Fat,FDR43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.161458969116211,18.2000007629395,37.8190002441406,3.59999990463257
Low Fat,NCC30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0275739822536707,16.6000003814697,176.634399414063,3.59999990463257
Low Fat,FDQ10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0331729575991631,12.8500003814697,172.042205810547,3.59999990463257
Low Fat,FDL22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036383293569088,16.8500003814697,91.0487976074219,3.59999990463257
Low Fat,DRG13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0371791198849678,17.25,162.552597045898,3.59999990463257
Regular,FDM04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047111701220274,9.19499969482422,52.0666007995605,3.59999990463257
Regular,FDA04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0667173787951469,11.3000001907349,260.896209716797,3.59999990463257
Low Fat,FDE26,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.148977413773537,9.30000019073486,143.078598022461,3.59999990463257
Low Fat,FDA19,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.0922721326351166,7.51999998092651,128.799392700195,3.59999990463257
Low Fat,NCJ30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.134975627064705,5.82000017166138,170.578994750977,3.59999990463257
Low Fat,NCF18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.148938626050949,18.3500003814697,191.950393676758,3.59999990463257
Low Fat,DRA12,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.0685350373387337,11.6000003814697,143.015396118164,3.59999990463257
Regular,FDN03,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0252575073391199,9.80000019073486,248.540802001953,3.59999990463257
Regular,FDV22,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.0166354887187481,14.8500003814697,157.563003540039,3.59999990463257
Low Fat,NCA17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0453804023563862,20.6000003814697,148.439193725586,3.59999990463257
Low Fat,FDP38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0320753790438175,10.1000003814697,50.9007987976074,3.59999990463257
Low Fat,FDD50,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.141524344682693,18.8500003814697,168.413192749023,3.59999990463257
Low Fat,FDA50,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0871025919914246,16.25,96.0410003662109,3.59999990463257
Low Fat,FDX20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0425248332321644,7.36499977111816,228.371994018555,3.59999990463257
Low Fat,FDA56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.00875749159604311,9.21000003814697,120.841400146484,3.59999990463257
Low Fat,FDB33,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0145680364221334,17.75,158.126205444336,3.59999990463257
Low Fat,FDL44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.012264902703464,18.25,162.889404296875,3.59999990463257
Low Fat,DRH23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.170176520943642,14.6499996185303,55.2613983154297,3.59999990463257
Low Fat,NCK29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.125664353370667,5.61499977111816,123.472999572754,3.59999990463257
Low Fat,NCN43,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.00675411708652973,12.1499996185303,122.172996520996,3.59999990463257
Low Fat,NCM19,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.0471979342401028,12.6499996185303,114.12020111084,3.59999990463257
Low Fat,FDC47,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.118791699409485,15,229.96940612793,3.59999990463257
Low Fat,FDR10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0100315390154719,17.6000003814697,161.555206298828,3.59999990463257
Regular,FDP36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0910965278744698,10.3950004577637,52.3008003234863,3.59999990463257
Regular,FDI04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0728517547249794,13.6499996185303,197.142593383789,3.59999990463257
Regular,FDU16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0582266077399254,19.25,85.2908020019531,3.59999990463257
Regular,FDG56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0713931024074554,13.3000001907349,61.0536003112793,3.59999990463257
Regular,FDF08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0651532933115959,14.3000001907349,88.4856033325195,3.59999990463257
Low Fat,NCM54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0511465631425381,17.7000007629395,127.367797851563,3.59999990463257
Low Fat,FDV21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.171779870986938,11.5,126.07039642334,3.59999990463257
Low Fat,FDS12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.174827829003334,9.10000038146973,127.236198425293,3.59999990463257
Low Fat,FDX16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.8500003814697,148.005004882813,3.59999990463257
Low Fat,FDM32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0206889696419239,20.5,88.1829986572266,3.59999990463257
Low Fat,NCM06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0760363787412643,7.47499990463257,153.965606689453,3.59999990463257
Low Fat,NCN18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.125222697854042,8.89500045776367,113.354400634766,3.59999990463257
Low Fat,NCF07,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0321529805660248,9,102.001602172852,3.59999990463257
Low Fat,NCB43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100319318473339,20.2000007629395,188.689804077148,3.59999990463257
Low Fat,FDV15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.146767899394035,10.3000001907349,102.364799499512,3.59999990463257
Low Fat,FDX34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072278767824173,6.19500017166138,120.609802246094,3.59999990463257
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11379087716341,11.8000001907349,185.392395019531,3.59999990463257
Regular,FDT14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.128247410058975,10.6949996948242,121.84400177002,3.59999990463257
Regular,FDT19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.145631700754166,7.59000015258789,172.807998657227,3.59999990463257
Regular,FDI34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0854827612638474,10.6499996185303,231.466796875,3.59999990463257
Low Fat,DRH51,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,NULL,89.1856002807617,3.59999990463257
Low Fat,FDU38,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0821501463651657,NULL,192.950393676758,3.59999990463257
Low Fat,FDB32,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0233393665403128,NULL,94.877799987793,3.59999990463257
Low Fat,FDS08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.056685384362936,NULL,178.436996459961,3.59999990463257
Low Fat,DRG23,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0863609611988068,NULL,151.268203735352,3.59999990463257
Low Fat,NCK18,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.00666566705331206,NULL,164.118392944336,3.59999990463257
Low Fat,NCT42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0247668027877808,NULL,151.039199829102,3.59999990463257
Low Fat,NCV30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0656128078699112,NULL,62.351001739502,3.59999990463257
Regular,FDL48,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0818680375814438,NULL,46.8033981323242,3.59999990463257
Regular,FDA02,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0295787267386913,NULL,143.578598022461,3.59999990463257
Regular,FDR32,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0853924304246902,NULL,226.769393920898,3.59999990463257
Regular,FDZ39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.017937483265996,NULL,103.499000549316,3.59999990463257
Regular,FDI21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0563287176191807,NULL,63.9168014526367,3.59999990463257
Regular,FDO46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0141436727717519,NULL,187.38720703125,3.59999990463257
Regular,FDW21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0059350011870265,NULL,98.8358001708984,3.59999990463257
Regular,FDI16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.135118201375008,NULL,52.5639991760254,3.59999990463257
Regular,FDH17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0166871137917042,16.2000007629395,96.9726028442383,3.5
Regular,FDV10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066693440079689,7.64499998092651,42.3111991882324,3.5
Low Fat,FDM20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,10,246.914398193359,3.5
Low Fat,FDH35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0,18.25,164.752593994141,3.5
Regular,FDI04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0732094496488571,13.6499996185303,197.642593383789,3.5
Low Fat,NCD06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0993252769112587,13,45.4059982299805,3.5
Regular,FDB35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0645652040839195,12.3000001907349,92.9804000854492,3.5
Low Fat,DRE49,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0213702004402876,20.75,153.002395629883,3.5
Low Fat,FDU55,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0359841026365757,16.2000007629395,260.627807617188,3.5
Low Fat,FDL27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0106474766507745,6.17000007629395,66.3825988769531,3.5
Low Fat,FDB27,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0553901195526123,7.57499980926514,195.276794433594,3.5
Low Fat,FDH19,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0330884717404842,19.3500003814697,175.47380065918,3.5
Regular,FDZ13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154120251536369,7.84000015258789,51.935001373291,3.5
Low Fat,FDH57,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0357475206255913,10.8950004577637,133.628402709961,3.5
Regular,FDL52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,6.63500022888184,39.7505989074707,3.5
Low Fat,FDC15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.297883719205856,18.1000003814697,156.728805541992,3.5
Regular,FDU21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0767059475183487,11.8000001907349,34.7557983398438,3.5
Low Fat,FDL08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0496776513755322,10.8000001907349,245.914398193359,3.5
Low Fat,NCQ05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0,11.3950004577637,151.670806884766,3.5
